Order ID,City,Dark Store ID,Product Category,Delivery Time,Traffic Level,Delivery Partner Rating,Customer Rating,Inventory Wastage %,Cancellation Status,Stock Availability,Delivery Distance,Order Value,Peak Hour,Weather Condition
ORD1212,Kolkata,DS-KL-01,Personal Care,16,Low,4.4,4.3,3.7,No,In Stock,3.0,2312,No,Cloudy
ORD1213,Mumbai,DS-MH-04,Beverages,42,High,3.6,3.2,2.5,No,In Stock,8.1,1193,No,Cloudy
ORD1214,Ahmedabad,DS-AH-02,Pet Supplies,44,High,3.5,3.3,3.5,No,In Stock,1.1,1572,Yes,Rainy
ORD1215,Mumbai,DS-MH-04,Fruits & Vegetables,24,Low,5.0,4.3,2.1,No,In Stock,3.1,2328,Yes,Foggy
ORD1216,Kolkata,DS-KL-03,Personal Care,33,Medium,4.5,3.9,3.4,No,In Stock,7.0,735,Yes,Clear
ORD1217,Hyderabad,DS-HY-02,Fruits & Vegetables,42,High,4.2,2.9,4.8,No,In Stock,7.9,646,No,Cloudy
ORD1218,Bangalore,DS-BL-01,Snacks,23,Medium,4.3,5.0,1.8,No,In Stock,3.4,691,No,Foggy
ORD1219,Delhi,DS-DL-02,Fruits & Vegetables,48,High,4.6,4.0,2.6,Yes,In Stock,8.4,912,Yes,Rainy
ORD1220,Mumbai,DS-MH-04,Household,31,Medium,4.7,3.6,1.0,No,Low Stock,9.8,735,Yes,Clear
ORD1221,Hyderabad,DS-HY-02,Personal Care,37,Medium,3.5,2.6,4.6,No,In Stock,2.2,1558,Yes,Cloudy
ORD1222,Delhi,DS-DL-01,Household,22,Low,3.5,4.7,1.7,No,In Stock,2.7,1346,No,Foggy
ORD1223,Ahmedabad,DS-AH-01,Grocery,34,Medium,4.8,4.0,1.4,No,In Stock,4.8,2353,Yes,Cloudy
ORD1224,Hyderabad,DS-HY-03,Baby Care,47,High,4.3,3.2,4.7,Yes,In Stock,2.6,1506,No,Cloudy
ORD1225,Hyderabad,DS-HY-01,Fruits & Vegetables,24,Low,5.0,5.0,1.4,No,In Stock,3.4,429,No,Cloudy
ORD1226,Hyderabad,DS-HY-03,Frozen Food,36,Medium,4.7,3.5,7.7,No,In Stock,7.3,782,Yes,Rainy
ORD1227,Hyderabad,DS-HY-02,Baby Care,23,Medium,3.6,4.7,1.1,No,In Stock,4.0,1025,No,Clear
ORD1228,Bangalore,DS-BL-03,Snacks,32,High,3.7,4.2,1.6,No,In Stock,5.7,1694,No,Clear
ORD1229,Delhi,DS-DL-03,Frozen Food,27,Medium,3.7,3.7,7.8,No,Low Stock,9.6,1499,No,Cloudy
ORD1230,Bangalore,DS-BL-03,Dairy,33,Medium,4.5,3.6,6.9,No,Out of Stock,4.5,332,Yes,Foggy
ORD1231,Bangalore,DS-BL-03,Pet Supplies,21,Low,4.6,4.4,4.9,No,In Stock,9.0,563,Yes,Foggy
ORD1232,Chennai,DS-CH-02,Grocery,24,Low,4.7,4.8,1.2,No,In Stock,4.8,881,Yes,Clear
ORD1233,Kolkata,DS-KL-02,Frozen Food,35,Medium,4.2,4.4,6.6,No,In Stock,2.5,501,No,Clear
ORD1234,Mumbai,DS-MH-03,Grocery,30,Medium,4.8,3.7,1.3,No,Out of Stock,4.0,2177,Yes,Clear
ORD1235,Mumbai,DS-MH-04,Snacks,25,Medium,4.0,5.0,2.6,No,In Stock,9.3,2412,No,Rainy
ORD1236,Pune,DS-PN-03,Fruits & Vegetables,27,Low,4.3,4.0,1.2,No,In Stock,1.8,2167,Yes,Clear
ORD1237,Hyderabad,DS-HY-01,Grocery,22,Low,4.8,4.4,2.6,No,In Stock,6.9,573,No,Clear
ORD1238,Kolkata,DS-KL-01,Personal Care,49,High,3.9,3.2,1.9,Yes,In Stock,7.8,596,No,Rainy
ORD1239,Delhi,DS-DL-03,Baby Care,40,Medium,4.7,3.1,3.1,No,Low Stock,5.3,1165,Yes,Clear
ORD1240,Ahmedabad,DS-AH-02,Beverages,37,Medium,3.8,4.0,4.9,No,Low Stock,2.1,1934,Yes,Rainy
ORD1241,Delhi,DS-DL-04,Dairy,49,High,4.9,2.6,5.6,Yes,In Stock,3.5,2076,Yes,Cloudy
ORD1242,Mumbai,DS-MH-04,Beverages,29,Medium,4.7,4.3,4.5,No,Low Stock,8.9,1281,Yes,Clear
ORD1243,Kolkata,DS-KL-03,Household,24,Medium,3.9,4.3,3.4,No,In Stock,1.3,1557,No,Clear
ORD1244,Hyderabad,DS-HY-01,Household,42,High,4.7,3.0,2.1,No,In Stock,7.3,602,No,Clear
ORD1245,Hyderabad,DS-HY-01,Fruits & Vegetables,40,High,4.6,3.4,1.4,No,In Stock,9.2,1867,No,Cloudy
ORD1246,Ahmedabad,DS-AH-03,Personal Care,48,High,4.3,2.7,4.4,Yes,Low Stock,2.7,1022,Yes,Clear
ORD1247,Mumbai,DS-MH-02,Grocery,31,Medium,4.7,4.0,3.5,No,In Stock,1.3,1725,No,Rainy
ORD1248,Ahmedabad,DS-AH-03,Household,20,Low,3.7,4.9,4.0,No,In Stock,3.6,1783,No,Cloudy
ORD1249,Mumbai,DS-MH-02,Pet Supplies,50,High,3.9,3.1,1.1,No,Low Stock,1.1,741,Yes,Rainy
ORD1250,Bangalore,DS-BL-01,Dairy,21,Low,4.8,4.9,5.8,No,In Stock,3.7,2332,No,Cloudy
ORD1251,Kolkata,DS-KL-03,Beverages,19,Low,4.5,4.6,2.3,No,In Stock,3.9,1334,No,Cloudy
ORD1252,Pune,DS-PN-03,Fruits & Vegetables,29,Low,4.5,4.2,3.9,No,In Stock,10.0,1262,Yes,Clear
ORD1253,Kolkata,DS-KL-02,Frozen Food,46,High,4.3,3.7,7.6,Yes,In Stock,8.6,2486,Yes,Cloudy
ORD1254,Bangalore,DS-BL-03,Beverages,37,Medium,4.5,2.8,1.9,No,Low Stock,4.8,1557,No,Rainy
ORD1255,Chennai,DS-CH-02,Pet Supplies,23,Low,4.5,4.7,3.5,No,In Stock,2.8,690,Yes,Foggy
ORD1256,Kolkata,DS-KL-03,Fruits & Vegetables,35,Medium,5.0,4.4,4.9,No,In Stock,8.8,938,Yes,Rainy
ORD1257,Delhi,DS-DL-04,Personal Care,34,Medium,3.5,3.8,4.0,No,In Stock,7.9,2205,Yes,Cloudy
ORD1258,Delhi,DS-DL-02,Pet Supplies,28,Medium,4.9,3.9,1.2,No,In Stock,4.4,257,No,Foggy
ORD1259,Chennai,DS-CH-03,Dairy,30,Low,4.0,3.6,6.0,No,In Stock,1.6,387,Yes,Rainy
ORD1260,Pune,DS-PN-02,Household,36,High,4.0,3.9,2.4,No,In Stock,9.5,1852,No,Foggy
ORD1261,Mumbai,DS-MH-02,Dairy,45,High,3.8,3.0,6.6,No,In Stock,8.9,1247,Yes,Rainy
ORD1262,Mumbai,DS-MH-01,Beverages,35,Medium,4.1,3.9,3.2,No,In Stock,2.4,238,Yes,Clear
ORD1263,Pune,DS-PN-02,Beverages,31,Medium,4.3,4.1,2.1,No,Low Stock,5.5,1018,No,Rainy
ORD1264,Pune,DS-PN-03,Dairy,24,Medium,3.6,4.6,4.8,Yes,Out of Stock,1.0,564,No,Cloudy
ORD1265,Delhi,DS-DL-04,Snacks,47,High,3.8,4.0,2.2,Yes,In Stock,2.6,361,Yes,Clear
ORD1266,Pune,DS-PN-02,Personal Care,43,Medium,4.8,2.5,1.6,No,In Stock,4.0,1992,Yes,Clear
ORD1267,Pune,DS-PN-03,Beverages,29,Medium,4.1,4.0,4.3,No,In Stock,5.3,1927,No,Rainy
ORD1268,Bangalore,DS-BL-01,Snacks,35,Medium,4.2,4.1,2.8,No,In Stock,8.0,318,Yes,Rainy
ORD1269,Bangalore,DS-BL-04,Household,15,Low,3.6,4.7,1.0,No,Low Stock,5.7,1117,No,Foggy
ORD1270,Chennai,DS-CH-03,Baby Care,39,Medium,3.9,3.0,3.7,No,In Stock,8.6,2486,Yes,Foggy
ORD1271,Mumbai,DS-MH-01,Snacks,35,Medium,3.7,4.3,2.3,No,In Stock,3.5,2276,No,Foggy
ORD1272,Hyderabad,DS-HY-03,Frozen Food,34,Medium,4.7,3.9,7.4,No,In Stock,2.1,2237,Yes,Clear
ORD1273,Mumbai,DS-MH-01,Frozen Food,40,Medium,4.9,3.5,7.6,No,In Stock,6.9,2068,Yes,Clear
ORD1274,Chennai,DS-CH-02,Grocery,49,High,4.7,3.4,3.9,Yes,In Stock,1.9,1108,No,Cloudy
ORD1275,Mumbai,DS-MH-03,Personal Care,35,High,3.6,3.7,1.6,No,Low Stock,7.5,638,No,Cloudy
ORD1276,Pune,DS-PN-03,Dairy,26,Low,4.6,3.6,5.7,No,Out of Stock,6.3,2045,No,Rainy
ORD1277,Ahmedabad,DS-AH-03,Pet Supplies,38,High,4.6,3.3,2.7,No,In Stock,9.3,925,Yes,Foggy
ORD1278,Bangalore,DS-BL-02,Beverages,28,Medium,5.0,4.4,4.0,No,In Stock,9.7,1404,No,Foggy
ORD1279,Ahmedabad,DS-AH-01,Snacks,33,Medium,4.6,4.1,1.9,No,In Stock,7.4,1614,No,Cloudy
ORD1280,Bangalore,DS-BL-02,Baby Care,34,Medium,4.0,4.0,3.3,No,In Stock,4.8,2386,No,Clear
ORD1281,Pune,DS-PN-02,Grocery,26,Medium,4.5,3.7,4.0,No,In Stock,3.6,1226,Yes,Foggy
ORD1282,Bangalore,DS-BL-01,Fruits & Vegetables,24,Low,4.4,4.7,3.2,No,In Stock,6.8,1792,Yes,Cloudy
ORD1283,Hyderabad,DS-HY-03,Fruits & Vegetables,33,Medium,4.9,4.5,2.3,No,In Stock,1.1,1229,Yes,Foggy
ORD1284,Hyderabad,DS-HY-03,Household,43,High,4.2,4.0,1.3,No,Out of Stock,2.1,366,No,Rainy
ORD1285,Kolkata,DS-KL-02,Baby Care,19,Low,4.2,4.9,1.2,Yes,Out of Stock,8.0,1433,Yes,Cloudy
ORD1286,Ahmedabad,DS-AH-03,Baby Care,31,Medium,3.6,4.0,2.7,No,In Stock,1.8,1106,No,Rainy
ORD1287,Hyderabad,DS-HY-03,Personal Care,41,Medium,4.3,4.0,4.3,Yes,Out of Stock,7.0,2025,No,Rainy
ORD1288,Hyderabad,DS-HY-03,Pet Supplies,47,High,4.9,3.9,2.5,Yes,In Stock,9.2,1735,Yes,Clear
ORD1289,Ahmedabad,DS-AH-02,Grocery,25,Low,4.9,4.3,4.8,No,In Stock,1.1,468,Yes,Cloudy
ORD1290,Hyderabad,DS-HY-03,Dairy,38,High,4.3,3.6,7.9,No,Low Stock,6.8,495,No,Clear
ORD1291,Bangalore,DS-BL-01,Household,36,High,3.8,2.9,1.3,No,Low Stock,9.2,1869,Yes,Clear
ORD1292,Kolkata,DS-KL-02,Frozen Food,34,Medium,4.3,4.1,6.5,No,Low Stock,6.3,497,Yes,Foggy
ORD1293,Chennai,DS-CH-03,Beverages,19,Low,4.6,4.6,2.6,No,In Stock,5.3,2385,No,Clear
ORD1294,Hyderabad,DS-HY-01,Frozen Food,46,High,4.9,2.5,7.5,Yes,In Stock,6.2,1814,No,Rainy
ORD1295,Delhi,DS-DL-03,Dairy,52,High,3.7,2.8,6.5,Yes,In Stock,7.0,422,No,Rainy
ORD1296,Ahmedabad,DS-AH-03,Baby Care,19,Low,4.6,4.6,2.3,No,In Stock,6.9,609,Yes,Cloudy
ORD1297,Pune,DS-PN-03,Beverages,46,High,4.0,3.5,3.8,Yes,In Stock,8.3,1954,No,Foggy
ORD1298,Bangalore,DS-BL-01,Personal Care,27,Low,4.0,4.2,2.3,No,In Stock,5.0,1451,Yes,Foggy
ORD1299,Ahmedabad,DS-AH-03,Beverages,23,Low,3.8,4.8,3.5,No,Low Stock,9.0,2277,Yes,Cloudy
ORD1300,Mumbai,DS-MH-04,Pet Supplies,29,Low,4.2,4.3,2.5,No,In Stock,7.9,1391,Yes,Cloudy
ORD1301,Bangalore,DS-BL-04,Baby Care,30,Medium,3.5,3.7,4.9,Yes,Out of Stock,7.8,774,No,Cloudy
ORD1302,Ahmedabad,DS-AH-01,Snacks,29,Medium,3.8,4.0,1.3,No,In Stock,1.4,1046,Yes,Foggy
ORD1303,Chennai,DS-CH-02,Household,44,High,4.6,3.3,4.3,No,Low Stock,3.4,2429,Yes,Clear
ORD1304,Bangalore,DS-BL-04,Frozen Food,31,Medium,4.3,3.9,7.5,No,In Stock,5.3,227,Yes,Cloudy
ORD1305,Bangalore,DS-BL-04,Snacks,21,Low,3.7,4.7,4.3,No,In Stock,4.7,1552,No,Rainy
ORD1306,Delhi,DS-DL-04,Household,25,Medium,3.6,4.7,1.6,No,In Stock,1.4,801,Yes,Foggy
ORD1307,Mumbai,DS-MH-02,Fruits & Vegetables,41,High,4.9,2.8,3.4,No,In Stock,5.3,1098,No,Clear
ORD1308,Kolkata,DS-KL-03,Snacks,44,High,4.5,3.9,3.4,No,In Stock,4.4,741,Yes,Cloudy
ORD1309,Delhi,DS-DL-01,Dairy,34,Medium,3.8,4.4,6.4,No,Low Stock,5.8,681,No,Rainy
ORD1310,Delhi,DS-DL-04,Snacks,53,High,4.1,2.6,3.1,No,In Stock,8.1,1761,Yes,Foggy
ORD1311,Chennai,DS-CH-03,Pet Supplies,30,Low,3.8,4.4,2.1,No,Low Stock,4.7,974,Yes,Cloudy
ORD1312,Mumbai,DS-MH-01,Pet Supplies,35,Medium,4.5,3.8,2.4,No,In Stock,6.9,1238,Yes,Foggy
ORD1313,Pune,DS-PN-03,Frozen Food,34,Medium,3.8,4.1,6.2,No,In Stock,6.0,2181,No,Foggy
ORD1314,Pune,DS-PN-02,Pet Supplies,38,Medium,4.6,3.2,3.8,No,In Stock,2.9,1840,No,Rainy
ORD1315,Chennai,DS-CH-03,Pet Supplies,38,Medium,4.7,3.7,2.9,No,In Stock,1.8,1277,Yes,Rainy
ORD1316,Hyderabad,DS-HY-02,Beverages,31,Medium,4.5,3.8,4.9,No,In Stock,8.0,917,No,Foggy
ORD1317,Ahmedabad,DS-AH-02,Grocery,22,Low,4.3,4.8,3.5,No,In Stock,4.2,201,No,Rainy
ORD1318,Bangalore,DS-BL-01,Fruits & Vegetables,44,High,4.4,3.3,3.9,No,In Stock,1.8,1365,No,Foggy
ORD1319,Chennai,DS-CH-02,Fruits & Vegetables,27,Low,3.5,3.7,3.0,No,In Stock,5.5,1592,Yes,Foggy
ORD1320,Delhi,DS-DL-03,Baby Care,44,High,4.3,3.7,4.0,Yes,Out of Stock,5.1,312,No,Foggy
ORD1321,Ahmedabad,DS-AH-01,Fruits & Vegetables,30,Low,4.3,3.5,4.3,No,In Stock,1.8,1600,Yes,Rainy
ORD1322,Delhi,DS-DL-02,Household,31,Medium,4.5,4.4,3.0,No,In Stock,7.6,1287,Yes,Cloudy
ORD1323,Hyderabad,DS-HY-01,Dairy,38,High,4.9,3.5,6.7,No,In Stock,7.9,2417,No,Rainy
ORD1324,Mumbai,DS-MH-04,Personal Care,29,Medium,3.8,4.3,3.0,No,In Stock,7.8,725,No,Cloudy
ORD1325,Mumbai,DS-MH-04,Household,52,High,4.5,2.8,4.9,Yes,In Stock,7.2,248,Yes,Cloudy
ORD1326,Hyderabad,DS-HY-02,Pet Supplies,17,Low,4.3,4.4,2.9,No,In Stock,4.3,2242,No,Cloudy
ORD1327,Kolkata,DS-KL-01,Frozen Food,44,High,3.9,2.8,4.5,No,In Stock,3.1,609,No,Cloudy
ORD1328,Pune,DS-PN-01,Baby Care,28,Medium,4.2,3.5,2.7,No,In Stock,9.0,2317,No,Rainy
ORD1329,Chennai,DS-CH-02,Fruits & Vegetables,23,Low,3.7,4.4,2.0,No,Low Stock,1.9,1570,Yes,Foggy
ORD1330,Pune,DS-PN-02,Personal Care,22,Medium,4.1,4.5,3.7,No,In Stock,6.2,2405,No,Cloudy
ORD1331,Bangalore,DS-BL-03,Personal Care,23,Medium,4.1,4.4,3.5,No,In Stock,2.5,1581,No,Foggy
ORD1332,Kolkata,DS-KL-03,Pet Supplies,28,Medium,3.8,3.8,2.2,No,In Stock,6.8,1311,Yes,Clear
ORD1333,Ahmedabad,DS-AH-02,Pet Supplies,24,Medium,3.8,4.2,3.9,No,In Stock,9.5,527,No,Foggy
ORD1334,Hyderabad,DS-HY-01,Frozen Food,25,Low,3.5,4.5,7.1,No,In Stock,3.4,836,Yes,Foggy
ORD1335,Delhi,DS-DL-04,Fruits & Vegetables,25,Low,3.7,4.6,1.7,No,In Stock,4.2,1532,No,Foggy
ORD1336,Ahmedabad,DS-AH-02,Baby Care,53,High,4.4,3.2,4.0,Yes,Low Stock,6.8,2386,No,Rainy
ORD1337,Pune,DS-PN-02,Household,30,Medium,4.1,3.7,1.0,No,In Stock,7.8,758,Yes,Foggy
ORD1338,Chennai,DS-CH-02,Household,26,Medium,3.5,3.9,2.2,No,In Stock,1.1,1730,No,Foggy
ORD1339,Hyderabad,DS-HY-02,Baby Care,46,Medium,4.7,2.8,1.3,Yes,In Stock,8.2,1313,Yes,Rainy
ORD1340,Pune,DS-PN-03,Baby Care,38,High,3.7,2.7,2.8,No,In Stock,7.3,2215,No,Rainy
ORD1341,Hyderabad,DS-HY-02,Grocery,25,Low,3.7,4.6,1.0,No,In Stock,1.1,1089,Yes,Rainy
ORD1342,Chennai,DS-CH-02,Fruits & Vegetables,46,High,4.5,2.5,1.3,Yes,Low Stock,3.4,1807,No,Cloudy
ORD1343,Delhi,DS-DL-04,Snacks,15,Low,3.7,4.8,2.0,No,Low Stock,5.0,337,No,Foggy
ORD1344,Hyderabad,DS-HY-02,Beverages,35,Medium,4.9,4.4,1.6,No,Low Stock,7.7,2451,Yes,Foggy
ORD1345,Delhi,DS-DL-03,Household,30,Medium,4.5,4.5,1.9,No,In Stock,1.1,1330,Yes,Cloudy
ORD1346,Delhi,DS-DL-04,Dairy,27,Low,4.1,3.6,4.6,No,In Stock,6.6,445,Yes,Foggy
ORD1347,Mumbai,DS-MH-03,Snacks,55,High,5.0,3.7,4.0,Yes,Low Stock,2.7,1747,Yes,Rainy
ORD1348,Chennai,DS-CH-03,Snacks,28,Low,3.9,4.2,1.8,No,In Stock,4.1,2118,Yes,Foggy
ORD1349,Pune,DS-PN-03,Baby Care,27,Low,3.9,3.9,1.0,No,In Stock,4.4,959,Yes,Foggy
ORD1350,Mumbai,DS-MH-03,Pet Supplies,24,Low,4.5,4.8,1.6,No,In Stock,4.7,1519,Yes,Foggy
ORD1351,Delhi,DS-DL-01,Baby Care,35,Medium,3.8,4.0,1.4,No,In Stock,8.5,2206,Yes,Rainy
ORD1352,Pune,DS-PN-01,Personal Care,25,Low,4.2,4.9,1.3,No,Low Stock,1.5,2485,Yes,Clear
ORD1353,Kolkata,DS-KL-02,Grocery,34,High,4.8,3.6,1.9,No,In Stock,1.9,1146,No,Clear
ORD1354,Kolkata,DS-KL-01,Dairy,44,Medium,4.1,2.7,6.6,No,In Stock,5.1,1949,Yes,Rainy
ORD1355,Delhi,DS-DL-02,Snacks,37,Medium,4.2,3.0,2.3,Yes,Out of Stock,4.3,1963,No,Rainy
ORD1356,Chennai,DS-CH-03,Dairy,40,Medium,4.9,2.9,7.8,No,In Stock,4.6,341,Yes,Foggy
ORD1357,Pune,DS-PN-03,Grocery,26,Medium,5.0,3.7,2.3,No,Low Stock,9.5,1330,No,Clear
ORD1358,Bangalore,DS-BL-01,Grocery,37,Medium,3.9,2.9,2.2,No,In Stock,6.1,1090,Yes,Rainy
ORD1359,Delhi,DS-DL-03,Household,22,Low,4.7,4.5,4.1,Yes,Out of Stock,8.9,1978,Yes,Cloudy
ORD1360,Kolkata,DS-KL-01,Dairy,37,High,4.3,3.0,6.3,No,In Stock,7.3,827,Yes,Foggy
ORD1361,Mumbai,DS-MH-04,Household,55,High,3.7,3.0,2.9,Yes,Low Stock,3.4,1832,Yes,Rainy
ORD1362,Kolkata,DS-KL-03,Snacks,53,High,4.5,2.8,3.5,Yes,Low Stock,1.6,1961,No,Rainy
ORD1363,Chennai,DS-CH-03,Pet Supplies,20,Low,4.0,4.5,3.4,No,In Stock,3.7,1632,No,Foggy
ORD1364,Ahmedabad,DS-AH-03,Snacks,40,Medium,4.6,3.8,1.4,No,In Stock,9.5,804,Yes,Rainy
ORD1365,Pune,DS-PN-01,Personal Care,34,Medium,3.5,3.7,3.2,No,In Stock,5.7,1259,Yes,Cloudy
ORD1366,Ahmedabad,DS-AH-03,Snacks,38,Medium,4.3,2.9,1.2,No,In Stock,7.3,1311,Yes,Foggy
ORD1367,Mumbai,DS-MH-04,Grocery,16,Low,3.5,4.9,3.6,No,In Stock,4.4,607,No,Cloudy
ORD1368,Chennai,DS-CH-02,Pet Supplies,42,Medium,4.9,2.5,2.0,No,In Stock,4.0,1811,Yes,Rainy
ORD1369,Bangalore,DS-BL-01,Personal Care,25,Medium,5.0,5.0,2.1,No,In Stock,3.3,1785,No,Cloudy
ORD1370,Mumbai,DS-MH-03,Dairy,22,Low,4.3,4.7,7.5,No,In Stock,4.8,825,No,Rainy
ORD1371,Kolkata,DS-KL-02,Pet Supplies,42,Medium,4.3,3.7,4.5,No,In Stock,7.3,2345,Yes,Rainy
ORD1372,Bangalore,DS-BL-04,Snacks,29,Medium,4.3,4.2,1.7,No,Low Stock,2.3,320,Yes,Cloudy
ORD1373,Chennai,DS-CH-02,Frozen Food,38,Medium,3.7,2.8,7.0,No,In Stock,3.4,1145,No,Rainy
ORD1374,Hyderabad,DS-HY-01,Grocery,37,Medium,4.2,3.5,1.7,No,In Stock,5.3,870,No,Rainy
ORD1375,Hyderabad,DS-HY-01,Grocery,31,Medium,4.6,4.5,4.0,No,In Stock,9.3,1999,Yes,Cloudy
ORD1376,Ahmedabad,DS-AH-03,Personal Care,52,High,3.6,3.6,2.5,Yes,In Stock,7.7,2396,Yes,Foggy
ORD1377,Mumbai,DS-MH-01,Household,42,Medium,5.0,2.6,2.5,No,Low Stock,9.7,977,Yes,Rainy
ORD1378,Pune,DS-PN-02,Frozen Food,37,High,4.1,3.4,4.2,No,In Stock,2.3,2050,No,Foggy
ORD1379,Delhi,DS-DL-01,Snacks,49,High,4.2,2.8,3.4,Yes,Low Stock,5.1,1224,Yes,Foggy
ORD1380,Chennai,DS-CH-03,Snacks,42,High,4.2,3.0,3.1,No,In Stock,8.1,2295,Yes,Clear
ORD1381,Bangalore,DS-BL-04,Baby Care,39,Medium,4.5,2.7,4.5,No,In Stock,7.4,1918,Yes,Cloudy
ORD1382,Pune,DS-PN-02,Household,20,Low,3.5,4.8,1.0,No,In Stock,5.5,223,Yes,Clear
ORD1383,Ahmedabad,DS-AH-01,Dairy,28,Medium,4.2,4.1,4.0,No,Low Stock,3.5,2483,No,Foggy
ORD1384,Hyderabad,DS-HY-01,Snacks,17,Low,4.8,4.7,4.4,No,In Stock,9.3,400,No,Clear
ORD1385,Delhi,DS-DL-04,Snacks,29,Low,4.0,3.5,4.1,No,In Stock,9.1,477,No,Rainy
ORD1386,Kolkata,DS-KL-03,Beverages,23,Low,4.3,4.6,3.8,No,In Stock,2.0,2366,Yes,Clear
ORD1387,Delhi,DS-DL-04,Pet Supplies,42,High,3.9,3.4,3.5,Yes,Out of Stock,5.5,2238,No,Foggy
ORD1388,Ahmedabad,DS-AH-01,Pet Supplies,18,Low,3.5,4.7,1.5,No,Low Stock,8.2,1898,No,Rainy
ORD1389,Kolkata,DS-KL-01,Personal Care,35,Medium,4.5,3.8,1.3,No,In Stock,5.9,225,Yes,Clear
ORD1390,Delhi,DS-DL-03,Personal Care,34,Medium,4.9,4.0,2.9,No,In Stock,2.2,836,Yes,Rainy
ORD1391,Ahmedabad,DS-AH-03,Personal Care,35,Medium,4.3,4.1,3.7,No,In Stock,1.2,1558,No,Clear
ORD1392,Chennai,DS-CH-01,Snacks,28,Low,4.3,3.7,3.4,No,In Stock,2.1,1462,Yes,Cloudy
ORD1393,Chennai,DS-CH-03,Grocery,22,Low,4.2,5.0,1.9,No,In Stock,2.0,353,Yes,Foggy
ORD1394,Hyderabad,DS-HY-01,Household,30,Medium,4.9,4.2,3.1,No,Low Stock,2.3,602,No,Rainy
ORD1395,Bangalore,DS-BL-02,Grocery,28,Medium,4.5,4.1,1.3,No,In Stock,1.4,2332,Yes,Clear
ORD1396,Pune,DS-PN-01,Pet Supplies,41,High,3.9,3.3,4.1,No,In Stock,3.5,845,Yes,Cloudy
ORD1397,Pune,DS-PN-01,Grocery,60,High,4.0,2.7,3.8,Yes,In Stock,1.6,1587,Yes,Rainy
ORD1398,Ahmedabad,DS-AH-01,Snacks,23,Low,3.6,4.5,3.8,No,Low Stock,6.7,2026,Yes,Clear
ORD1399,Chennai,DS-CH-02,Personal Care,53,High,3.6,3.7,3.8,Yes,In Stock,6.8,2106,Yes,Foggy
ORD1400,Ahmedabad,DS-AH-01,Dairy,21,Low,3.8,4.9,5.3,No,Low Stock,3.9,2196,No,Cloudy
ORD1401,Mumbai,DS-MH-01,Household,17,Low,3.9,4.5,3.3,No,In Stock,4.7,638,No,Foggy
ORD1402,Chennai,DS-CH-03,Beverages,50,High,4.1,3.4,3.2,Yes,Out of Stock,4.1,1965,No,Foggy
ORD1403,Kolkata,DS-KL-03,Personal Care,42,Medium,4.6,3.6,4.3,No,In Stock,6.4,1532,Yes,Rainy
ORD1404,Delhi,DS-DL-04,Snacks,31,Medium,3.7,4.3,4.1,No,In Stock,5.4,451,No,Clear
ORD1405,Delhi,DS-DL-02,Snacks,48,High,3.9,3.4,2.8,No,In Stock,3.7,1447,Yes,Rainy
ORD1406,Kolkata,DS-KL-03,Personal Care,44,High,3.9,3.1,3.2,No,In Stock,7.3,1671,Yes,Foggy
ORD1407,Delhi,DS-DL-03,Grocery,21,Low,4.1,4.5,1.8,No,In Stock,2.3,2475,No,Cloudy
ORD1408,Kolkata,DS-KL-02,Frozen Food,20,Low,3.7,4.9,6.6,Yes,Out of Stock,2.2,1903,Yes,Rainy
ORD1409,Ahmedabad,DS-AH-03,Pet Supplies,53,High,4.3,3.2,2.4,Yes,In Stock,6.2,1169,Yes,Foggy
ORD1410,Pune,DS-PN-02,Baby Care,36,Medium,4.6,2.7,2.9,No,In Stock,2.3,2356,Yes,Clear
ORD1411,Pune,DS-PN-02,Baby Care,32,Low,4.5,4.0,3.3,No,In Stock,9.1,2391,Yes,Rainy
ORD1412,Mumbai,DS-MH-04,Household,28,Medium,4.0,4.5,2.2,No,In Stock,7.3,1445,No,Cloudy
ORD1413,Pune,DS-PN-01,Household,41,Medium,4.4,2.9,1.3,No,In Stock,8.7,1338,Yes,Cloudy
ORD1414,Pune,DS-PN-01,Pet Supplies,16,Low,4.4,4.9,4.0,No,In Stock,4.3,918,No,Clear
ORD1415,Pune,DS-PN-03,Dairy,26,Medium,4.4,4.3,7.4,No,Low Stock,4.7,1769,Yes,Cloudy
ORD1416,Hyderabad,DS-HY-03,Household,60,High,3.6,2.9,4.3,Yes,In Stock,5.3,2150,Yes,Rainy
ORD1417,Hyderabad,DS-HY-02,Frozen Food,26,Medium,4.9,3.9,6.7,Yes,Out of Stock,1.4,2376,Yes,Foggy
ORD1418,Chennai,DS-CH-02,Pet Supplies,40,High,3.9,2.6,3.6,No,In Stock,8.0,1190,No,Cloudy
ORD1419,Hyderabad,DS-HY-03,Personal Care,32,Medium,4.5,4.3,1.0,No,In Stock,1.9,2026,Yes,Cloudy
ORD1420,Chennai,DS-CH-01,Fruits & Vegetables,26,Low,3.6,4.1,4.6,No,In Stock,6.4,698,Yes,Clear
ORD1421,Delhi,DS-DL-01,Pet Supplies,21,Low,3.9,4.7,1.3,No,In Stock,10.0,1948,Yes,Clear
ORD1422,Chennai,DS-CH-02,Snacks,44,High,4.1,4.0,2.0,No,Low Stock,2.6,484,No,Clear
ORD1423,Ahmedabad,DS-AH-01,Pet Supplies,24,Medium,4.3,4.5,3.5,No,In Stock,5.0,1260,No,Clear
